country,Country Code,year,Time Code,customs_and_other_import_duties_perc_tax_revenue,customs_and_other_import_duties_currentLCU,grants_and_other_revenue_perc_revenue,grants_and_other_revenue_currentLCU,other_taxes_perc_revenue,other_taxes_currentLCU,revenue_excluding_grants_percGDP,revenue_excluding_grants_currentLCU,social_contributions_perc_revenue,social_contributions_currentLCU,tax_revenue_percGDP,tax_revenue_currentLCU,taxes_on_exports_perc_revenue,taxes_on_exports_currentLCU,taxes_on_goods_and_services_perc_revenue,taxes_on_goods_and_services_perc_value_added_of_industry_and_services,taxes_on_goods_and_services_currentLCU,taxes_on_income_profits_and_capital_gains_perc_revenue,taxes_on_income_profits_and_capital_gains_perc_total_taxes,taxes_on_income_profits_and_capital_gains_currentLCU,taxes_on_international_trade_perc_revenue,taxes_on_international_trade_current_LCU
Afghanistan,AFG,2017,YR2017,35.20314119,44792708916,78.82994719,487642076667,0.01770371557,109515189.8,13.03926222,167614542742,0.6009203936,3717293733,9.898450897,127240659218,0.8736362833,1111620566,8.598224048,6.050970723,53188616509,4.530615623,22.02628449,28026389585,7.422589029,45916137933
Afghanistan,AFG,2018,YR2018,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1960,YR1960,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1961,YR1961,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1962,YR1962,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1963,YR1963,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1964,YR1964,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1965,YR1965,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1966,YR1966,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1967,YR1967,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1968,YR1968,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1969,YR1969,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1970,YR1970,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1971,YR1971,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1972,YR1972,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1973,YR1973,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1974,YR1974,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1975,YR1975,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1976,YR1976,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1977,YR1977,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1978,YR1978,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1979,YR1979,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1980,YR1980,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1981,YR1981,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1982,YR1982,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1983,YR1983,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1984,YR1984,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1985,YR1985,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1986,YR1986,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1987,YR1987,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1988,YR1988,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1989,YR1989,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1990,YR1990,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1991,YR1991,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1992,YR1992,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1993,YR1993,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1994,YR1994,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1995,YR1995,20.93678523,6316000000,22.47186354,10842000000,1.353452028,653000000,21.48254589,47649000000,15.00196903,7238000000,13.6007883,30167000000,0,0,39.06978672,,18850000000,8.319688271,13.30593032,4014000000,13.78324041,6650000000
Albania,ALB,1996,YR1996,27.02156743,8006478000,17.43622577,8360064000,1.165863477,558991000,14.12390922,47224580000,20.76585407,9956505000,8.861715246,29629954000,0,0,33.26405546,8.346972235,15948958000,10.02854785,16.22796984,4808340000,17.33945337,8313665000
Albania,ALB,1997,YR1997,29.14203698,9563572000,23.68705888,13122281000,0.7542872442,417864000,16.02494402,53094524000,17.07471665,9459141000,9.904829782,32817102000,0,0,34.16402033,9.453564861,18926363000,6.484383952,10.94628343,3592253000,17.83553295,9880622000
Albania,ALB,1998,YR1998,23.47737197,13163361000,30.42705949,29850380000,0.4849817871,475790000,23.15191584,89099780000,12.4214672,12186045000,14.56892858,56068290000,0,0,36.06910942,15.49457566,35385497000,6.523514186,11.41442873,6399875000,14.07386791,13807128000
Albania,ALB,1999,YR1999,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,2000,YR2000,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,2001,YR2001,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,2002,YR2002,13.30208055,13386590000,16.58576201,24964890000,0.9993555264,1504230000,23.98072895,146400976165,16.55580996,24919806165,16.48423498,100635310000,0,0,43.07440695,15.87881555,64835600000,13.88132417,20.76226525,20894170000,8.903341384,13401310000
Albania,ALB,2003,YR2003,11.88688363,13853540000,13.25178945,22122620000,2.34782278,3919470000,24.24590629,164323604000,16.93610777,28273244000,17.19614992,116544760000,0,0,45.67802502,17.05613218,76255180000,13.48066723,19.30992865,22504710000,8.30558774,13865400000
Albania,ALB,2004,YR2004,10.46756856,13871670000,10.22447167,18761133640,1.126008177,2066140000,24.55081697,181100463950,17.5543228,32210857110,17.96508682,132520460000,0,0,48.69625951,18.01335437,89353960000,14.83458305,20.54048107,27220340000,7.564354797,13880020000
Albania,ALB,2005,YR2005,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,2006,YR2006,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,2007,YR2007,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,2008,YR2008,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,2009,YR2009,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,2010,YR2010,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,2011,YR2011,4.124213525,9667100000,8.574659418,27010870000,0.652548341,2055580000,23.90031792,310853290000,17.01498577,53598580000,18.02201217,234398630000,0.0009129746193,2140000,55.57162216,19.57981367,175055100000,14.73724103,19.8053632,46423500000,3.448943278,10864450000
Albania,ALB,2012,YR2012,4.780775738,11140090000,8.018128471,25109430000,0.9080137888,2843520000,23.05071046,307222400000,17.57269743,55030350000,17.48323382,233018460000,0.0001459111866,340000,55.40508211,19.17992845,173505580000,14.2052561,19.09073212,44484930000,3.890822097,12184430000
Albania,ALB,2013,YR2013,4.446122559,9906090000,8.633290161,26513580000,0.4777299655,1467150000,22.30495529,301128640000,18.81814852,57792160000,16.50327489,222802900000,0.0002468549557,550000,54.17478974,18.21180662,166375460000,14.33115005,19.75387214,44012200000,3.564891564,10948090000
Albania,ALB,2014,YR2014,3.515168688,8976610000,8.113088641,28609380000,0.1204880743,424880000,24.5251046,342199920000,19.46935053,68655240000,18.30194099,255367830000,0,0,55.58132901,20.87481949,195997780000,13.81368207,19.07504168,48711520000,2.902073011,10233650000
Albania,ALB,2015,YR2015,3.537969013,9395900000,8.556785783,31329670000,0.07659673954,280450000,24.73815848,354821020000,18.90962786,69235390000,18.51579605,265573270000,1.13E-05,30000,54.62769396,20.49276803,200012910000,14.91900192,20.56840284,54624180000,2.910301927,10655730000
Albania,ALB,2016,YR2016,2.369202807,6136530000,9.918207857,36954330000,0.4500433183,1676820000,24.27857177,357496900000,20.56519646,76624030000,17.59022838,259012440000,0,0,55.92681301,20.86041952,208378160000,11.48171936,16.51651558,42779830000,1.658020005,6177630000
Albania,ALB,2017,YR2017,2.216459109,6491520000,7.904479989,32445040000,0.9407939708,3861620000,25.73312872,399029600000,20.74261383,85140950000,18.88748601,292877950000,0,0,53.29478882,20.6466391,218755890000,15.53039227,21.76560578,63746660000,1.58693112,6513780000
Albania,ALB,2018,YR2018,2.048095694,6216940000,7.273593985,30948770000,0.05667283235,241140000,25.49327629,416997250000,21.38657227,90998770000,18.5574754,303547340000,0,0,53.13271925,20.02387876,226077000000,16.68116194,23.38267566,70977490000,1.469279724,6251710000
Albania,ALB,2019,YR2019,2.111511253,6482030000,7.151084795,31070960000,0.08537077333,370930000,25.33088141,425367970000,22.19521808,96436660000,18.2811349,306985340000,0,0,50.69292952,19.06128729,220257210000,18.37448413,26.00640148,79835840000,1.500912696,6521360000
Albania,ALB,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1960,YR1960,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1961,YR1961,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1962,YR1962,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1963,YR1963,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1964,YR1964,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1965,YR1965,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1966,YR1966,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1967,YR1967,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1968,YR1968,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1969,YR1969,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1970,YR1970,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1971,YR1971,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1972,YR1972,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1973,YR1973,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1974,YR1974,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1975,YR1975,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1976,YR1976,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1977,YR1977,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1978,YR1978,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1979,YR1979,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1980,YR1980,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1981,YR1981,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1982,YR1982,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1983,YR1983,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1984,YR1984,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1985,YR1985,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1986,YR1986,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1987,YR1987,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1988,YR1988,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1989,YR1989,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1990,YR1990,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1991,YR1991,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1992,YR1992,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1993,YR1993,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1994,YR1994,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1995,YR1995,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1996,YR1996,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1997,YR1997,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1998,YR1998,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1999,YR1999,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2000,YR2000,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2001,YR2001,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2002,YR2002,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2003,YR2003,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2004,YR2004,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2005,YR2005,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2006,YR2006,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2007,YR2007,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2008,YR2008,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2009,YR2009,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2010,YR2010,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2011,YR2011,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2012,YR2012,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2013,YR2013,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2014,YR2014,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2015,YR2015,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2016,YR2016,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2017,YR2017,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2018,YR2018,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1960,YR1960,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1961,YR1961,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1962,YR1962,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1963,YR1963,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1964,YR1964,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1965,YR1965,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1966,YR1966,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1967,YR1967,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1968,YR1968,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1969,YR1969,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1970,YR1970,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1971,YR1971,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1972,YR1972,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1973,YR1973,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1974,YR1974,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1975,YR1975,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1976,YR1976,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1977,YR1977,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1978,YR1978,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1979,YR1979,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1980,YR1980,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1981,YR1981,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1982,YR1982,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1983,YR1983,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1984,YR1984,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1985,YR1985,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1986,YR1986,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1987,YR1987,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1988,YR1988,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1989,YR1989,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1990,YR1990,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1991,YR1991,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1992,YR1992,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1993,YR1993,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1994,YR1994,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1995,YR1995,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1996,YR1996,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1997,YR1997,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1998,YR1998,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1999,YR1999,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2000,YR2000,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2001,YR2001,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2002,YR2002,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2003,YR2003,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2004,YR2004,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2005,YR2005,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2006,YR2006,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2007,YR2007,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2008,YR2008,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2009,YR2009,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2010,YR2010,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2011,YR2011,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2012,YR2012,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2013,YR2013,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2014,YR2014,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2015,YR2015,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2016,YR2016,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2017,YR2017,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2018,YR2018,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,1960,YR1960,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,1961,YR1961,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,1962,YR1962,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,1963,YR1963,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,1964,YR1964,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,1965,YR1965,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,1966,YR1966,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,1967,YR1967,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,1968,YR1968,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,1969,YR1969,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,1970,YR1970,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,1971,YR1971,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,1972,YR1972,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,1973,YR1973,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,1974,YR1974,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,1975,YR1975,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,1976,YR1976,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,1977,YR1977,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,1978,YR1978,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,1979,YR1979,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,1980,YR1980,,,,,,,,,,,,,,,,,,,,,,
